rule_name,description,benchmark,benchmark_default,benchmark_third,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
5.4.5 Old-style class declarations,"While ES6 classes are preferred, there are cases where ES6 classes may not be feasible. For example:
 If there exist or will exist subclasses, including frameworks that create subclasses, that cannot be immediately changed to use ES6 class syntax. If such a class were to use ES6 syntax, all downstream subclasses not using ES6 class syntax would need to be modified. 
 Frameworks that require a known `this` value before calling the superclass constructor, since constructors with ES6 super classes do not have access to the instance `this` value until the call to `super` returns.
 In all other ways the style guide still applies to this code: `let` , `const` , default parameters, rest, and arrow functions should all be used when appropriate.
 `goog.defineClass` allows for a class-like definition similar to ES6 class syntax:
 let C = goog.defineClass(S, {
  /**
  * @param {string} value
  */
  constructor(value) {
  S.call(this, 2);
  /** @const */
  this.prop = value;
  },
 
  /**
  * @param {string} param
  * @return {number}
  */
  method(param) {
  return 0;
  },
 });
 
 Alternatively, while `goog.defineClass` should be preferred for all new code, more traditional syntax is also allowed.
 /**
  * @constructor @extends {S}
  * @param {string} value
  */
 function C(value) {
  S.call(this, 2);
  /** @const */
  this.prop = value;
 }
 goog.inherits(C, S);
 
 /**
  * @param {string} param
  * @return {number}
  */
 C.prototype.method = function(param) {
  return 0;
 };
 
 Per-instance properties should be defined in the constructor after the call to the super class constructor, if there is a super class. Methods should be defined on the prototype of the constructor.
 Defining constructor prototype hierarchies correctly is harder than it first appears! For that reason, it is best to use `goog.inherits` from the Closure Library .",no-this-before-super: error,no-this-before-super: error,,"no-var: error
prefer-const: ['error', {'destructuring': 'all', 'ignoreReadBeforeAssign': True}]
prefer-arrow-callback: ['error', {'allowNamedFunctions': False, 'allowUnboundThis': True}]","{'no-var': 'error', 'prefer-const': ['error', {'destructuring': 'all', 'ignoreReadBeforeAssign': True}], 'prefer-arrow-callback': ['error', {'allowNamedFunctions': False, 'allowUnboundThis': True}]}",true,,"no-var
prefer-const
prefer-arrow-callback",no-this-before-super,,"no-var
prefer-const
prefer-arrow-callback",no-this-before-super,,"no-var
prefer-const
prefer-arrow-callback",no-this-before-super
5.4.6 Do not manipulate prototype s directly,"The `class` keyword allows clearer and more readable class definitions than defining `prototype` properties. Ordinary implementation code has no business manipulating these objects, though they are still useful for defining classes as defined in ?? . Mixins and modifying the prototypes of builtin objects are explicitly forbidden.
 Exception : Framework code (such as Polymer, or Angular) may need to use `prototype` s, and should not resort to even-worse workarounds to avoid doing so.","no-extend-native: ['error', {'exceptions': ['OurSetDefault']}]","no-extend-native: ['error', {'exceptions': ['OurSetDefault']}]",,no-prototype-builtins: error,{'no-prototype-builtins': 'error'},true,,no-prototype-builtins,no-extend-native,,no-prototype-builtins,no-extend-native,,no-prototype-builtins,no-extend-native
5.4.7 Getters and Setters,"Do not use JavaScript getter and setter properties . They are potentially surprising and difficult to reason about, and have limited support in the compiler. Provide ordinary methods instead.
 Exception : there are situations where defining a getter or setter is unavoidable (e.g. data binding frameworks such as Angular and Polymer, or for compatibility with external APIs that cannot be adjusted). In these cases only, getters and setters may be used with caution , provided they are defined with the `get` and `set` shorthand method keywords or `Object.defineProperties` (not `Object.defineProperty` , which interferes with property renaming). Getters must not change observable state.
 Disallowed:
 class Foo {
  get next() { return this.nextId++; }
 }","no-restricted-properties: ['error', {'object': 'Object', 'property': 'defineProperty', 'message': 'OurSetDefault'}]","no-restricted-properties: ['error', {'object': 'Object', 'property': 'defineProperty', 'message': 'OurSetDefault'}]",,"no-restricted-syntax: ['error', {'selector': ""MethodDefinition[kind='get'], MethodDefinition[kind='set']"", 'message': 'Getters and setters are not allowed.'}]","{'no-restricted-syntax': ['error', {'selector': ""MethodDefinition[kind='get'], MethodDefinition[kind='set']"", 'message': 'Getters and setters are not allowed.'}]}",true,,no-restricted-syntax,no-restricted-properties,,no-restricted-syntax,no-restricted-properties,,no-restricted-syntax,no-restricted-properties
5.4.8 Overriding toString,"The `toString` method may be overridden, but must always succeed and never have visible side effects.
 Tip: Beware, in particular, of calling other methods from toString, since exceptional conditions could lead to infinite loops.",,,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.4.9 Interfaces,"Interfaces may be declared with `@interface` or `@record` . Interfaces declared with `@record` can be explicitly (i.e. via `@implements` ) or implicitly implemented by a class or object literal.
 All non-static method bodies on an interface must be empty blocks. Fields must be declared as uninitialized members in the class constructor.
 Example:
 /**
  * Something that can frobnicate.
  * @record
  */
 class Frobnicator {
  constructor() {
  /** @type {number} The number of attempts before giving up. */
  this.attempts;
  }
 
  /**
  * Performs the frobnication according to the given strategy.
  * @param {!FrobnicationStrategy} strategy
  */
  frobnicate(strategy) {}
 }",,,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.4.10 Abstract Classes,"Use abstract classes when appropriate. Abstract classes and methods must be annotated with `@abstract` . Do not use `goog.abstractMethod` . See abstract
 classes and methods .","no-restricted-properties: ['error', {'object': 'goog', 'property': 'abstractMethod'}]","no-restricted-properties: ['error', {'object': 'goog', 'property': 'abstractMethod'}]","no-restricted-syntax: ['error', {'selector': 'CallExpression[callee.object.name=""goog""][callee.property.name=""abstractMethod""]', 'message': 'OurSetDefault'}]",No,"{
    ""Answer"": No,
    ""Configuration"": {}
}",false,,,no-restricted-properties,,,no-restricted-properties,,,no-restricted-properties
5.5.1 Top-level functions,"Top-level functions may be defined directly on the `exports` object, or else declared locally and optionally exported. See ?? for more on exports.
 Examples:
 /** @param {string} str */
 exports.processString = (str) => {
  // Process the string.
 };
 
 /** @param {string} str */
 const processString = (str) => {
  // Process the string.
 };
 
 exports = {processString};",,,,global-require: error,{'global-require': 'error'},true,,global-require,,,global-require,,,global-require,
5.5.2 Nested functions and closures,"Functions may contain nested function definitions. If it is useful to give the function a name, it should be assigned to a local `const` .",,,,"func-style: ['error', 'expression', {'allowArrowFunctions': True}]","{'func-style': ['error', 'expression', {'allowArrowFunctions': True}]}",true,,func-style,,,func-style,,,func-style,
5.5.3 Arrow functions,"Arrow functions provide a concise function syntax and simplify scoping `this` for nested functions. Prefer arrow functions over the `function` keyword, particularly for nested functions (but see ?? ).
 Prefer arrow functions over other `this` scoping approaches such as `f.bind(this)` , `goog.bind(f,this)` , and `constself=this` . Arrow functions are particularly useful for calling into callbacks as they permit explicitly specifying which parameters to pass to the callback whereas binding will blindly pass along all parameters.
 The left-hand side of the arrow contains zero or more parameters. Parentheses around the parameters are optional if there is only a single non-destructured parameter. When parentheses are used, inline parameter types may be specified (see ?? ).
 Tip: Always using parentheses even for single-parameter arrow functions can avoid situations where adding parameters, but forgetting to add parentheses, may result in parseable code which no longer works as intended.
 The right-hand side of the arrow contains the body of the function. By default the body is a block statement (zero or more statements surrounded by curly braces). The body may also be an implicitly returned single expression if either: the program logic requires returning a value, or the `void` operator precedes a single function or method call (using `void` ensures `undefined` is returned, prevents leaking values, and communicates intent). The single expression form is preferred if it improves readability (e.g., for short or simple expressions).
 Examples:
 /**
  * Arrow functions can be documented just like normal functions.
  * @param {number} numParam A number to add.
  * @param {string} strParam Another number to add that happens to be a string.
  * @return {number} The sum of the two parameters.
  */
 const moduleLocalFunc = (numParam, strParam) => numParam + Number(strParam);
 
 // Uses the single expression syntax with `void` because the program logic does
 // not require returning a value.
 getValue((result) => void alert(`Got ${result}`));
 
 class CallbackExample {
  constructor() {
  /** @private {number} */
  this.cachedValue_ = 0;
 
  // For inline callbacks, you can use inline typing for parameters.
  // Uses a block statement because the value of the single expression should
  // not be returned and the expression is not a single function call.
  getNullableValue((/** ?number */ result) => {
  this.cachedValue_ = result == null ? 0 : result;
  });
  }
 }
 
 Disallowed:
 /**
  * A function with no params and no returned value.
  * This single expression body usage is illegal because the program logic does
  * not require returning a value and we're missing the `void` operator.
  */
 const moduleLocalFunc = () => anotherFunction();","arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'always']","arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'always']",,"arrow-parens: ['error', 'always']
arrow-spacing: ['error', {'before': True, 'after': True}]
no-confusing-arrow: ['error', {'allowParens': True}]
implicit-arrow-linebreak: ['error', 'beside']","{'arrow-parens': ['error', 'always'], 'arrow-spacing': ['error', {'before': True, 'after': True}], 'no-confusing-arrow': ['error', {'allowParens': True}], 'implicit-arrow-linebreak': ['error', 'beside']}",true,arrow-parens,"arrow-spacing
no-confusing-arrow
implicit-arrow-linebreak",arrow-body-style,arrow-parens,"arrow-spacing
no-confusing-arrow
implicit-arrow-linebreak",arrow-body-style,arrow-parens,"arrow-spacing
no-confusing-arrow
implicit-arrow-linebreak",arrow-body-style
5.5.4 Generators,"Generators enable a number of useful abstractions and may be used as needed.
 When defining generator functions, attach the `*` to the `function` keyword when present, and separate it with a space from the name of the function. When using delegating yields, attach the `*` to the `yield` keyword.
 Example:
 /** @return {!Iterator<number>} */
 function* gen1() {
  yield 42;
 }
 
 /** @return {!Iterator<number>} */
 const gen2 = function*() {
  yield* gen1();
 }
 
 class SomeClass {
  /** @return {!Iterator<number>} */
  * gen() {
  yield 42;
  }
 }","generator-star-spacing: ['error', {'named': {'before': False, 'after': True}}]
yield-star-spacing: ['error', 'after']","generator-star-spacing: ['error', {'before': 'OurSetDefault', 'named': {'before': False, 'after': True}}]
yield-star-spacing: ['error', {'before': False, 'after': 'OurSetDefault'}]",,"generator-star-spacing: ['error', {'before': True, 'after': False}]
yield-star-spacing: ['error', {'before': False, 'after': True}]","{'generator-star-spacing': ['error', {'before': True, 'after': False}], 'yield-star-spacing': ['error', {'before': False, 'after': True}]}",true,"generator-star-spacing
yield-star-spacing",,,yield-star-spacing,generator-star-spacing,generator-star-spacing,yield-star-spacing,generator-star-spacing,generator-star-spacing
