rule_name,description,benchmark,benchmark_default,benchmark_third,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
5.8.1 For loops,"With ES6, the language now has three different kinds of `for` loops. All may be used, though `for` - `of` loops should be preferred when possible.
 `for` - `in` loops may only be used on dict-style objects (see ?? ), and should not be used to iterate over an array. `Object.prototype.hasOwnProperty` should be used in `for` - `in` loops to exclude unwanted prototype properties. Prefer `for` - `of` and `Object.keys` over `for` - `in` when possible.","guard-for-in: error
no-restricted-syntax: ['error', {'selector': 'ForInStatement[right.type=""ArrayExpression""]', 'message': 'OurSetDefault'}]","guard-for-in: error
no-restricted-syntax: ['error', {'selector': 'ForInStatement[right.type=""ArrayExpression""]', 'message': 'OurSetDefault'}]",,"guard-for-in: no option
no-unreachable-loop: {'ignore': ['ForStatement', 'ForInStatement', 'ForOfStatement']}
for-direction: no option
prefer-object-has-own: no option
no-plusplus: {'allowForLoopAfterthoughts': True}","{'guard-for-in': 'no option', 'no-unreachable-loop': {'ignore': ['ForStatement', 'ForInStatement', 'ForOfStatement']}, 'for-direction': 'no option', 'prefer-object-has-own': 'no option', 'no-plusplus': {'allowForLoopAfterthoughts': True}}",true,guard-for-in,"no-unreachable-loop
for-direction
prefer-object-has-own
no-plusplus",no-restricted-syntax,,"guard-for-in
no-unreachable-loop
for-direction
prefer-object-has-own
no-plusplus","guard-for-in
no-restricted-syntax",,"guard-for-in
no-unreachable-loop
for-direction
prefer-object-has-own
no-plusplus","guard-for-in
no-restricted-syntax"
5.8.2 Exceptions,"Exceptions are an important part of the language and should be used whenever exceptional cases occur. Always throw `Error` s or subclasses of `Error` : never throw string literals or other objects. Always use `new` when constructing an `Error` .
 This treatment extends to `Promise` rejection values as `Promise.reject(obj)` is equivalent to `throwobj;` in async functions.
 Custom exceptions provide a great way to convey additional error information from functions. They should be defined and used wherever the native `Error` type is insufficient.
 Prefer throwing exceptions over ad-hoc error-handling approaches (such as passing an error container reference type, or returning an object with an error property).",no-throw-literal: error,no-throw-literal: error,,"prefer-promise-reject-errors: {'allowEmptyReject': False}
no-throw-literal: no option
new-parens: always","{'prefer-promise-reject-errors': {'allowEmptyReject': False}, 'no-throw-literal': 'no option', 'new-parens': 'always'}",true,no-throw-literal,"prefer-promise-reject-errors
new-parens",,,"prefer-promise-reject-errors
no-throw-literal
new-parens",no-throw-literal,,"prefer-promise-reject-errors
no-throw-literal
new-parens",no-throw-literal
5.8.2.1 Empty catch blocks,"It is very rarely correct to do nothing in response to a caught exception. When it truly is appropriate to take no action whatsoever in a catch block, the reason this is justified is explained in a comment.
 try {
  return handleNumericResponse(response);
 } catch (ok) {
  // it's not numeric; that's fine, just continue
 }
 return handleTextResponse(response);
 
 Disallowed:
  try {
  shouldFail();
  fail('expected an error');
  } catch (expected) {
  }
 
 Tip: Unlike in some other languages, patterns like the above simply don’t work since this will catch the error thrown by `fail` . Use `assertThrows()` instead.",,,,"no-empty: {'allowEmptyCatch': False}
no-useless-catch: no option
no-ex-assign: no option
no-throw-literal: no option
no-catch-shadow: no option","{'no-empty': {'allowEmptyCatch': False}, 'no-useless-catch': 'no option', 'no-ex-assign': 'no option', 'no-throw-literal': 'no option', 'no-catch-shadow': 'no option'}",true,,"no-empty
no-useless-catch
no-ex-assign
no-throw-literal
no-catch-shadow",,,"no-empty
no-useless-catch
no-ex-assign
no-throw-literal
no-catch-shadow",,,"no-empty
no-useless-catch
no-ex-assign
no-throw-literal
no-catch-shadow",
5.8.3.1 Fall-through: commented,"Within a switch block, each statement group either terminates abruptly (with a `break` , `return` or `throw` n exception), or is marked with a comment to indicate that execution will or might continue into the next statement group. Any comment that communicates the idea of fall-through is sufficient (typically `//fallthrough` ). This special comment is not required in the last statement group of the switch block.
 Example:
 switch (input) {
  case 1:
  case 2:
  prepareOneOrTwo();
  // fall through
  case 3:
  handleOneTwoOrThree();
  break;
  default:
  handleLargeNumber(input);
 }","no-fallthrough: ['error', {'commentPattern': 'OurSetDefault'}]","no-fallthrough: ['error', {'commentPattern': 'OurSetDefault'}]",,"no-fallthrough: [{'commentPattern': 'fallthrough', 'allowEmptyCase': False}]","{'no-fallthrough': [{'commentPattern': 'fallthrough', 'allowEmptyCase': False}]}",true,no-fallthrough,,,,no-fallthrough,no-fallthrough,,no-fallthrough,no-fallthrough
5.8.3.2 The default case is present,"Each switch statement includes a `default` statement group, even if it contains no code. The `default` statement group must be last.","default-case: error
default-case-last: error","default-case: error
default-case-last: error",,"default-case-last: no option
default-case: no option","{'default-case-last': 'no option', 'default-case': 'no option'}",true,"default-case-last
default-case",,,,"default-case-last
default-case","default-case
default-case-last",,"default-case-last
default-case","default-case
default-case-last"
5.9 this,"Only use `this` in class constructors and methods, in arrow functions defined within class constructors and methods, or in functions that have an explicit `@this` declared in the immediately-enclosing function’s JSDoc.
 Never use `this` to refer to the global object, the context of an `eval` , the target of an event, or unnecessarily `call()` ed or `apply()` ed functions.",,,,"class-methods-use-this: ['exceptMethods', {'enforceForClassFields': True}]
no-this-before-super: no option
no-invalid-this: {'capIsConstructor': True}
consistent-this: anonymous_option_
prefer-arrow-callback: [{'allowNamedFunctions': False, 'allowUnboundThis': True}]
no-implicit-globals: {'lexicalBindings': False}
no-eval: {'allowIndirect': False}","{'class-methods-use-this': ['exceptMethods', {'enforceForClassFields': True}], 'no-this-before-super': 'no option', 'no-invalid-this': {'capIsConstructor': True}, 'consistent-this': 'anonymous_option_', 'prefer-arrow-callback': [{'allowNamedFunctions': False, 'allowUnboundThis': True}], 'no-implicit-globals': {'lexicalBindings': False}, 'no-eval': {'allowIndirect': False}}",true,,"class-methods-use-this
no-this-before-super
no-invalid-this
consistent-this
prefer-arrow-callback
no-implicit-globals
no-eval",,,"class-methods-use-this
no-this-before-super
no-invalid-this
consistent-this
prefer-arrow-callback
no-implicit-globals
no-eval",,,"class-methods-use-this
no-this-before-super
no-invalid-this
consistent-this
prefer-arrow-callback
no-implicit-globals
no-eval",
5.10 Equality Checks,Use identity operators ( `===` / `!==` ) except in the cases documented below.,"eqeqeq: ['error', 'always', {'null': 'OurSetDefault'}]","eqeqeq: ['error', 'always', {'null': 'OurSetDefault'}]",,"eqeqeq: ['always', {'null': 'ignore'}]
no-eq-null: no option","{'eqeqeq': ['always', {'null': 'ignore'}], 'no-eq-null': 'no option'}",true,eqeqeq,no-eq-null,,eqeqeq,no-eq-null,,eqeqeq,no-eq-null,
5.10.1 Exceptions Where Coercion is Desirable,"Catching both `null` and `undefined` values:
 if (someObjectOrPrimitive == null) {
  // Checking for null catches both null and undefined for objects and
  // primitives, but does not catch other falsy values like 0 or the empty
  // string.
 }","eqeqeq: ['error', 'always', {'null': 'ignore'}]","eqeqeq: ['error', 'always', {'null': 'ignore'}]",,"no-eq-null: no option
eqeqeq: ['always', {'null': 'ignore'}]","{'no-eq-null': 'no option', 'eqeqeq': ['always', {'null': 'ignore'}]}",true,eqeqeq,no-eq-null,,eqeqeq,no-eq-null,,eqeqeq,no-eq-null,
5.11.1 with,Do not use the `with` keyword. It makes your code harder to understand and has been banned in strict mode since ES5.,no-with: error,no-with: error,,no-with: no option,{'no-with': 'no option'},true,no-with,,,,no-with,no-with,,no-with,no-with
5.11.2 Dynamic code evaluation,Do not use `eval` or the `Function(...string)` constructor (except for code loaders). These features are potentially dangerous and simply do not work in CSP environments.,"no-eval: error
no-new-func: error","no-eval: ['error', {'allowIndirect': False}]
no-new-func: error",,"no-implied-eval: no option
no-eval: {'allowIndirect': False}
no-new-func: no option","{'no-implied-eval': 'no option', 'no-eval': {'allowIndirect': False}, 'no-new-func': 'no option'}",true,"no-eval
no-new-func",no-implied-eval,,no-eval,"no-implied-eval
no-new-func",no-new-func,no-eval,"no-implied-eval
no-new-func",no-new-func
5.11.3 Automatic semicolon insertion,"Always terminate statements with semicolons (except function and class declarations, as noted above).",,,,"semi-style: last
no-extra-semi: no option
semi: always
semi-spacing: {'before': False, 'after': True}","{'semi-style': 'last', 'no-extra-semi': 'no option', 'semi': 'always', 'semi-spacing': {'before': False, 'after': True}}",true,,"semi-style
no-extra-semi
semi
semi-spacing",,,"semi-style
no-extra-semi
semi
semi-spacing",,,"semi-style
no-extra-semi
semi
semi-spacing",
5.11.4 Non-standard features,"Do not use non-standard features. This includes old features that have been removed (e.g., `WeakMap.clear` ), new features that are not yet standardized (e.g., the current TC39 working draft, proposals at any stage, or proposed but not-yet-complete web standards), or proprietary features that are only implemented in some browsers. Use only features defined in the current ECMA-262 or WHATWG standards. (Note that projects writing against specific APIs, such as Chrome extensions or Node.js, can obviously use those APIs). Non-standard language “extensions” (such as those provided by some external transpilers) are forbidden.",,,,"no-prototype-builtins: no option
no-new-native-nonconstructor: no option
no-extend-native: {'exceptions': []}
no-shadow-restricted-names: no option
no-misleading-character-class: no option
no-use-before-define: {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}
no-undefined: no option
prefer-object-has-own: no option
no-undef: {'typeof': False}
no-new: no option
no-obj-calls: no option
no-dupe-keys: no option
no-octal: no option
no-ternary: no option
no-implicit-globals: {'lexicalBindings': False}
no-proto: no option
no-var: no option
no-nonoctal-decimal-escape: no option
no-case-declarations: no option
prefer-numeric-literals: no option","{'no-prototype-builtins': 'no option', 'no-new-native-nonconstructor': 'no option', 'no-extend-native': {'exceptions': []}, 'no-shadow-restricted-names': 'no option', 'no-misleading-character-class': 'no option', 'no-use-before-define': {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}, 'no-undefined': 'no option', 'prefer-object-has-own': 'no option', 'no-undef': {'typeof': False}, 'no-new': 'no option', 'no-obj-calls': 'no option', 'no-dupe-keys': 'no option', 'no-octal': 'no option', 'no-ternary': 'no option', 'no-implicit-globals': {'lexicalBindings': False}, 'no-proto': 'no option', 'no-var': 'no option', 'no-nonoctal-decimal-escape': 'no option', 'no-case-declarations': 'no option', 'prefer-numeric-literals': 'no option'}",true,,"no-prototype-builtins
no-new-native-nonconstructor
no-extend-native
no-shadow-restricted-names
no-misleading-character-class
no-use-before-define
no-undefined
prefer-object-has-own
no-undef
no-new
no-obj-calls
no-dupe-keys
no-octal
no-ternary
no-implicit-globals
no-proto
no-var
no-nonoctal-decimal-escape
no-case-declarations
prefer-numeric-literals",,,"no-prototype-builtins
no-new-native-nonconstructor
no-extend-native
no-shadow-restricted-names
no-misleading-character-class
no-use-before-define
no-undefined
prefer-object-has-own
no-undef
no-new
no-obj-calls
no-dupe-keys
no-octal
no-ternary
no-implicit-globals
no-proto
no-var
no-nonoctal-decimal-escape
no-case-declarations
prefer-numeric-literals",,,"no-prototype-builtins
no-new-native-nonconstructor
no-extend-native
no-shadow-restricted-names
no-misleading-character-class
no-use-before-define
no-undefined
prefer-object-has-own
no-undef
no-new
no-obj-calls
no-dupe-keys
no-octal
no-ternary
no-implicit-globals
no-proto
no-var
no-nonoctal-decimal-escape
no-case-declarations
prefer-numeric-literals",
